PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,label
35903715,Update Breast Cancer 2022 Part 2 - Advanced Stage Breast Cancer,"Müller V, Welslau M, Lüftner D, Schütz F, Stickeler E, Fasching PA, Janni W, Thomssen C, Witzel I, Fehm TN, Belleville E, Bader S, Seitz K, Untch M, Thill M, Tesch H, Ditsch N, Lux MP, Aktas B, Banys-Paluchowski M, Schneeweiss A, Harbeck N, Würstlein R, Hartkopf AD, Kolberg HC, Wöckel A.",Geburtshilfe Frauenheilkd. 2022 Jun 3;82(6):590-600. doi: 10.1055/a-1811-6148. eCollection 2022 Jun.,Müller V,Geburtshilfe Frauenheilkd,2022,29/7/2022,PMC9315399,,10.1055/a-1811-6148,CDK
36017825,SHR6390 combined with cabozantinib inhibits tumor progression in hepatocellular carcinoma mouse model,"Liu C, Shi J, Lin B, Zhou M, Shan D, Nie J, Wang Y, Zhang Y, Han P, Zheng T.",Curr Gene Ther. 2022 Aug 25. doi: 10.2174/1566523222666220825110147. Online ahead of print.,Liu C,Curr Gene Ther,2022,26/8/2022,,,10.2174/1566523222666220825110147,CDK
36746338,Rational design of poly-L-glutamic acid-palbociclib conjugates for pediatric glioma treatment,"Melnyk T, Masiá E, Zagorodko O, Conejos-Sánchez I, Vicent MJ.",J Control Release. 2023 Mar;355:385-394. doi: 10.1016/j.jconrel.2023.01.079. Epub 2023 Feb 10.,Melnyk T,J Control Release,2023,6/2/2023,,,10.1016/j.jconrel.2023.01.079,CDK
36826463,Abemaciclib: A Review in Early Breast Cancer with a High Risk of Recurrence,"Fung S, Blair HA.",Target Oncol. 2023 Mar;18(2):287-294. doi: 10.1007/s11523-023-00952-y. Epub 2023 Feb 24.,Fung S,Target Oncol,2023,24/2/2023,,,10.1007/s11523-023-00952-y,CDK
36428573,Combined Targeting of Pathogenetic Mechanisms in Pancreatic Neuroendocrine Tumors Elicits Synergistic Antitumor Effects,"Gulde S, Foscarini A, April-Monn SL, Genio E, Marangelo A, Satam S, Helbling D, Falconi M, Toledo RA, Schrader J, Perren A, Marinoni I, Pellegata NS.",Cancers (Basel). 2022 Nov 8;14(22):5481. doi: 10.3390/cancers14225481.,Gulde S,Cancers (Basel),2022,26/11/2022,PMC9688197,,10.3390/cancers14225481,CDK
36982482,"MYCN Amplification, along with Wild-Type RB1 Expression, Enhances CDK4/6 Inhibitors' Efficacy in Neuroblastoma Cells","De Rosa P, Severi F, Zadran SK, Russo M, Aloisi S, Rigamonti A, Capranico G, Milazzo G, Perini G.",Int J Mol Sci. 2023 Mar 12;24(6):5408. doi: 10.3390/ijms24065408.,De Rosa P,Int J Mol Sci,2023,29/3/2023,PMC10049239,,10.3390/ijms24065408,CDK
35767226,Venous and arterial thrombosis associated with abemaciclib therapy for metastatic breast cancer,"Watson NW, Wander SA, Shatzel JJ, Al-Samkari H.",Cancer. 2022 Sep 1;128(17):3224-3232. doi: 10.1002/cncr.34367. Epub 2022 Jun 29.,Watson NW,Cancer,2022,29/6/2022,PMC10042227,NIHMS1815884,10.1002/cncr.34367,CDK
36913303,"Selective protection of normal cells from chemotherapy, while killing drug-resistant cancer cells",Blagosklonny MV.,Oncotarget. 2023 Mar 11;14:193-206. doi: 10.18632/oncotarget.28382.,Blagosklonny MV,Oncotarget,2023,13/3/2023,PMC10010629,,10.18632/oncotarget.28382,CDK
36093588,Out of the cycle: Impact of cell cycle aberrations on cancer metabolism and metastasis,"Cheung AH, Hui CH, Wong KY, Liu X, Chen B, Kang W, To KF.",Int J Cancer. 2023 Apr 15;152(8):1510-1525. doi: 10.1002/ijc.34288. Epub 2022 Sep 26.,Cheung AH,Int J Cancer,2023,12/9/2022,,,10.1002/ijc.34288,CDK
36959160,An Overview of CDK Enzyme Inhibitors in Cancer Therapy,"Mounika P, Gurupadayya BM, Yogish Kumar H, Namitha BM.",Curr Cancer Drug Targets. 2023 Mar 20. doi: 10.2174/1568009623666230320144713. Online ahead of print.,Mounika P,Curr Cancer Drug Targets,2023,24/3/2023,,,10.2174/1568009623666230320144713,CDK
37258566,Pak1 pathway hyper-activation mediates resistance to endocrine therapy and CDK4/6 inhibitors in ER+ breast cancer,"Belli S, Esposito D, Allotta A, Servetto A, Ciciola P, Pesapane A, Ascione CM, Napolitano F, Di Mauro C, Vigliar E, Iaccarino A, De Angelis C, Bianco R, Formisano L.",NPJ Breast Cancer. 2023 May 31;9(1):48. doi: 10.1038/s41523-023-00556-9.,Belli S,NPJ Breast Cancer,2023,31/5/2023,PMC10232479,,10.1038/s41523-023-00556-9,CDK
36364432,"Rapid Capillary Electrophoresis Method for Simultaneous Determination of Abemaciclib, Ribociclib, and Palbociclib in Pharmaceutical Dosage Forms: A Green Approach","Mlinarić Z, Turković L, Begović I, Nigović B, Sertić M.",Molecules. 2022 Nov 6;27(21):7603. doi: 10.3390/molecules27217603.,Mlinarić Z,Molecules,2022,11/11/2022,PMC9657767,,10.3390/molecules27217603,CDK
36033888,EmCyclinD-EmCDK4/6 complex is involved in the host EGF-mediated proliferation of Echinococcus multilocularis germinative cells via the EGFR-ERK pathway,"Feng C, Cheng Z, Xu Z, Tian Y, Tian H, Liu F, Luo D, Wang Y.",Front Microbiol. 2022 Aug 4;13:968872. doi: 10.3389/fmicb.2022.968872. eCollection 2022.,Feng C,Front Microbiol,2022,29/8/2022,PMC9410764,,10.3389/fmicb.2022.968872,CDK
37108359,An Update on Clinical Trials and Potential Therapeutic Strategies in T-Cell Acute Lymphoblastic Leukemia,"Patel J, Gao X, Wang H.",Int J Mol Sci. 2023 Apr 13;24(8):7201. doi: 10.3390/ijms24087201.,Patel J,Int J Mol Sci,2023,28/4/2023,PMC10139433,,10.3390/ijms24087201,CDK
36733049,[Eight Cases of Breast Cancer That Relapsed More Than Ten Years after Initial Treatment],"Yoshimura A, Ueda T, Tanaka T, Kirihataya Y, Soga M, Yokotani T.",Gan To Kagaku Ryoho. 2022 Dec;49(13):1935-1937.,Yoshimura A,Gan To Kagaku Ryoho,2022,3/2/2023,,,,CDK
36414795,"Patient characteristics, treatment patterns, and outcomes of hormone receptor-positive, human epidermal growth factor receptor 2-negative advanced breast cancer patients prescribed cyclin-dependent kinase 4 and 6 inhibitors: large-scale data analysis using a Japanese claims database","Kawai M, Takada M, Nakayama T, Masuda N, Shiheido H, Cai Z, Huang YJ, Kawaguchi T, Tanizawa Y.",Breast Cancer Res Treat. 2023 Jan;197(2):435-447. doi: 10.1007/s10549-022-06816-9. Epub 2022 Nov 21.,Kawai M,Breast Cancer Res Treat,2023,22/11/2022,PMC9823084,,10.1007/s10549-022-06816-9,CDK
35783158,"Trained Immunity of IL-12-, IL-15-, and IL-18-Induced CD(3)+CD(56)+ NKT-Like Cells","Zhu S, Zhang C, Sun Q, Wang Y, Yu W, Wei F, Ren X.",J Oncol. 2022 Jun 23;2022:8724933. doi: 10.1155/2022/8724933. eCollection 2022.,Zhu S,J Oncol,2022,5/7/2022,PMC9246603,,10.1155/2022/8724933,CDK
37060423,"New Developments in Systemic Management for High-Risk Early-Stage Hormone-Receptor-Positive, HER2-Negative Breast Cancer","Brett JO, Mayer EL.",Curr Treat Options Oncol. 2023 Jun;24(6):594-610. doi: 10.1007/s11864-023-01082-3. Epub 2023 Apr 15.,Brett JO,Curr Treat Options Oncol,2023,15/4/2023,,,10.1007/s11864-023-01082-3,CDK
36260177,Risk factors associated with palbociclib-induced neutropenia in patients with metastatic breast cancer,"Lavery L, DiSogra K, Lea J, Trufan SJ, Symanowski JT, Roberts A, Moore DC, Heeke A, Pal S.",Support Care Cancer. 2022 Dec;30(12):9803-9809. doi: 10.1007/s00520-022-07400-z. Epub 2022 Oct 19.,Lavery L,Support Care Cancer,2022,19/10/2022,,,10.1007/s00520-022-07400-z,CDK
37162105,Less necessity of adjuvant S-1 treatment in non-monarchE-eligible patients,"Yu M, Takada M, Yamada H, Fujimoto H, Sakakibara J, Yamamoto H, Nagashima T, Ohtsuka M.",Cancer Med. 2023 May 10. doi: 10.1002/cam4.6006. Online ahead of print.,Yu M,Cancer Med,2023,10/5/2023,,,10.1002/cam4.6006,CDK
37247903,Optimal Treatment of Hormone Receptor-positive Advanced Breast Cancer Patients With Palbociclib,"Morita M, Ooe A, Ishii W, Watanabe A, Matsui C, Okuyama Y, Kitano S, Kato C, Onishi M, Sakaguchi K, Naoi Y.",Anticancer Res. 2023 Jun;43(6):2783-2789. doi: 10.21873/anticanres.16447.,Morita M,Anticancer Res,2023,29/5/2023,,,10.21873/anticanres.16447,CDK
37127652,Spatial transcriptomic analysis of Sonic hedgehog medulloblastoma identifies that the loss of heterogeneity and promotion of differentiation underlies the response to CDK4/6 inhibition,"Vo T, Balderson B, Jones K, Ni G, Crawford J, Millar A, Tolson E, Singleton M, Kojic M, Robertson T, Walters S, Mulay O, Bhuva DD, Davis MJ, Wainwright BJ, Nguyen Q, Genovesi LA.",Genome Med. 2023 May 1;15(1):29. doi: 10.1186/s13073-023-01185-4.,Vo T,Genome Med,2023,1/5/2023,PMC10150495,,10.1186/s13073-023-01185-4,CDK
36967633,Palbociclib blocks neutrophilic phosphatidylinositol 3-kinase activity to alleviate psoriasiform dermatitis,"Chen PJ, Tseng HH, Wang YH, Fang SY, Chen SH, Chen CH, Tsai SC, Chang YC, Tsai YF, Hwang TL.",Br J Pharmacol. 2023 Mar 26. doi: 10.1111/bph.16080. Online ahead of print.,Chen PJ,Br J Pharmacol,2023,27/3/2023,,,10.1111/bph.16080,CDK
35597806,Inability to phosphorylate Y88 of p27(Kip1) enforces reduced p27 protein levels and accelerates leukemia progression,"Jäkel H, Taschler M, Jung K, Weinl C, Pegka F, Kullmann MK, Podmirseg SR, Dutta S, Moser M, Hengst L.",Leukemia. 2022 Jul;36(7):1916-1925. doi: 10.1038/s41375-022-01598-x. Epub 2022 May 21.,Jäkel H,Leukemia,2022,21/5/2022,PMC9252907,,10.1038/s41375-022-01598-x,CDK
36980685,"Do Not Forget about Hormonal Therapy for Recurrent Endometrial Cancer: A Review of Options, Updates, and New Combinations","Wagner VM, Backes FJ.",Cancers (Basel). 2023 Mar 16;15(6):1799. doi: 10.3390/cancers15061799.,Wagner VM,Cancers (Basel),2023,29/3/2023,PMC10046539,,10.3390/cancers15061799,CDK
36603395,"Therapeutic drug monitoring in breast cancer therapy - LC-MS/MS method for quantification of the CDK4/6 inhibitors abemaciclib, palbociclib, ribociclib, and major metabolites abemaciclib M20 and M2 in human serum","Habler K, Kalla AS, Rychlik M, Vogeser M, Teupser D.",J Pharm Biomed Anal. 2023 Feb 20;225:115211. doi: 10.1016/j.jpba.2022.115211. Epub 2022 Dec 20.,Habler K,J Pharm Biomed Anal,2023,5/1/2023,,,10.1016/j.jpba.2022.115211,CDK
36341371,Hsp90β inhibition upregulates interferon response and enhances immune checkpoint blockade therapy in murine tumors,"Rahmy S, Mishra SJ, Murphy S, Blagg BSJ, Lu X.",Front Immunol. 2022 Oct 20;13:1005045. doi: 10.3389/fimmu.2022.1005045. eCollection 2022.,Rahmy S,Front Immunol,2022,7/11/2022,PMC9630337,,10.3389/fimmu.2022.1005045,CDK
35705252,Realization of the T Lineage Program Involves GATA-3 Induction of Bcl11b and Repression of Cdkn2b Expression,"Thompson PK, Chen ELY, de Pooter RF, Frelin C, Vogel WK, Lee CR, Venables T, Shah DK, Iscove NN, Leid M, Anderson MK, Zúñiga-Pflücker JC.",J Immunol. 2022 Jul 1;209(1):77-92. doi: 10.4049/jimmunol.2100366. Epub 2022 Jun 15.,Thompson PK,J Immunol,2022,15/6/2022,PMC9248976,NIHMS1803537,10.4049/jimmunol.2100366,CDK
36743215,Investigation on acquired palbociclib resistance by LC-MS based multi-omics analysis,"Xue Z, Zeng J, Yin X, Li Y, Meng B, Zhao Y, Fang X, Gong X, Dai X.",Front Mol Biosci. 2023 Jan 19;10:1116398. doi: 10.3389/fmolb.2023.1116398. eCollection 2023.,Xue Z,Front Mol Biosci,2023,6/2/2023,PMC9892630,,10.3389/fmolb.2023.1116398,CDK
37264081,A bi-steric mTORC1-selective inhibitor overcomes drug resistance in breast cancer,"Meng D, Zhao X, Yang YC, Navickas A, Helland C, Goodarzi H, Singh M, Bandyopadhyay S.",Oncogene. 2023 Jun 1. doi: 10.1038/s41388-023-02737-z. Online ahead of print.,Meng D,Oncogene,2023,1/6/2023,,,10.1038/s41388-023-02737-z,CDK
36901951,Response and Resistance to Trametinib in MAP2K1-Mutant Triple-Negative Melanoma,"Krebs FS, Moura B, Missiaglia E, Aedo-Lopez V, Michielin O, Tsantoulis P, Bisig B, Trimech M, Zoete V, Homicsko K.",Int J Mol Sci. 2023 Feb 24;24(5):4520. doi: 10.3390/ijms24054520.,Krebs FS,Int J Mol Sci,2023,11/3/2023,PMC10003177,,10.3390/ijms24054520,CDK
36123435,Homoharringtonine demonstrates a cytotoxic effect against triple-negative breast cancer cell lines and acts synergistically with paclitaxel,"Plett R, Mellor P, Kendall S, Hammond SA, Boulet A, Plaza K, Vizeacoumar FS, Vizeacoumar FJ, Anderson DH.",Sci Rep. 2022 Sep 19;12(1):15663. doi: 10.1038/s41598-022-19621-7.,Plett R,Sci Rep,2022,19/9/2022,PMC9485251,,10.1038/s41598-022-19621-7,CDK
36795415,"Regulatory Approval, Reimbursement, and Clinical Use of Cyclin-Dependent Kinase 4/6 Inhibitors in Metastatic Breast Cancer in the Netherlands","Luyendijk M, Blommestein H, Uyl-de Groot C, Siesling S, Jager A.",JAMA Netw Open. 2023 Feb 1;6(2):e2256170. doi: 10.1001/jamanetworkopen.2022.56170.,Luyendijk M,JAMA Netw Open,2023,16/2/2023,PMC9936344,,10.1001/jamanetworkopen.2022.56170,CDK
36151018,"Real-World Outcomes of Ribociclib and Aromatase Inhibitor Use in First Line Hormone Receptor Positive, HER2-Negative Metastatic Breast Cancer","Wong V, de Boer R, Baron-Hay S, Blum R, Boyle F, Chua S, Clarke K, Cuff K, Green M, Lim E, Mok K, Nott L, Nottage M, Tafreshi A, Tsoi D, Uccellini A, Hong W, Gibbs P, Lok SW.",Clin Breast Cancer. 2022 Dec;22(8):792-800. doi: 10.1016/j.clbc.2022.08.011. Epub 2022 Aug 30.,Wong V,Clin Breast Cancer,2022,23/9/2022,,,10.1016/j.clbc.2022.08.011,CDK
35941421,Efficacy and impact of SARS-CoV-2 vaccination on cancer treatment for breast cancer patients: a multi-center prospective observational study,"Terada M, Kondo N, Wanifuchi-Endo Y, Fujita T, Asano T, Hisada T, Uemoto Y, Akiko Kato, Yamanaka N, Sugiura H, Mita K, Wada A, Takahashi E, Saito K, Yoshioka R, Toyama T.",Breast Cancer Res Treat. 2022 Oct;195(3):311-323. doi: 10.1007/s10549-022-06693-2. Epub 2022 Aug 8.,Terada M,Breast Cancer Res Treat,2022,8/8/2022,PMC9360656,,10.1007/s10549-022-06693-2,CDK
35903919,A multicentre study with real-world data of the use of palbociclib in the treatment of breast cancer: Treatment duration correlates with dose reductions,"Musicco F, Lasala R, Santoleri F, Costantini A, Abrate P, Carretta MT, Proli EM, Romagnoli A, Petragnani N, Vita F, Zeuli M, Vici P, Sansone M, Pasquantonio M, La Malfa A, Fulgenzio C.",J Oncol Pharm Pract. 2022 Jul 29:10781552221117135. doi: 10.1177/10781552221117135. Online ahead of print.,Musicco F,J Oncol Pharm Pract,2022,29/7/2022,,,10.1177/10781552221117135,CDK
36565895,CDK inhibitors from past to present: A new wave of cancer therapy,"Mughal MJ, Bhadresha K, Kwok HF.",Semin Cancer Biol. 2023 Jan;88:106-122. doi: 10.1016/j.semcancer.2022.12.006. Epub 2022 Dec 21.,Mughal MJ,Semin Cancer Biol,2023,24/12/2022,,,10.1016/j.semcancer.2022.12.006,CDK
35930715,"18F-FDG PET/CT Metabolic Response With Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative Breast Cancer Treated With Cyclin-Dependent 4/6 Kinase Inhibitors","Filizoglu N, Ozguven S, Erdil TY.",Clin Nucl Med. 2022 Sep 1;47(9):e605-e606. doi: 10.1097/RLU.0000000000004177. Epub 2022 Apr 5.,Filizoglu N,Clin Nucl Med,2022,5/8/2022,,,10.1097/RLU.0000000000004177,CDK
36164576,Cost-effectiveness of Ribociclib in HER2- negative breast cancer: A synthesis of current evidence,"Alotaibi WH, Alhamdan MM, Balkhi B.",Saudi Pharm J. 2022 Aug;30(8):1113-1119. doi: 10.1016/j.jsps.2022.06.002. Epub 2022 Jun 13.,Alotaibi WH,Saudi Pharm J,2022,27/9/2022,PMC9508637,,10.1016/j.jsps.2022.06.002,CDK
37060933,Synthesis and biological evaluation of novel pteridin-7(8H)-one derivatives as potent CDK2 inhibitors,"Wang X, Ding L, Jiang H, Yuan X, Xiang L, Tang C.",Bioorg Med Chem Lett. 2023 May 15;88:129284. doi: 10.1016/j.bmcl.2023.129284. Epub 2023 Apr 13.,Wang X,Bioorg Med Chem Lett,2023,15/4/2023,,,10.1016/j.bmcl.2023.129284,CDK
37071495,Kinome reprogramming is a targetable vulnerability in ESR1 fusion-driven breast cancer,"Gou X, Kim BJ, Anurag M, Lei JT, Young MN, Holt MV, Fandino D, Vollert CT, Singh P, Alzubi MA, Malovannaya A, Dobrolecki LE, Lewis MT, Li S, Foulds CE, Ellis MJ.",Cancer Res. 2023 Apr 18:CAN-22-3484. doi: 10.1158/0008-5472.CAN-22-3484. Online ahead of print.,Gou X,Cancer Res,2023,18/4/2023,,,10.1158/0008-5472.CAN-22-3484,CDK
36128594,Prospective Cohort Study of Combination Therapy With Abemaciclib and Hormonal Therapy for Chemotherapy-Treated Patients With Hormone Receptor-Positive Metastatic Breast Cancer,"Miyahara K, Narui K, Uemura Y, Yamada A, Araki K, Fujisawa F, Nakayama T, Ishikawa T, Taira N, Kikawa Y, Aihara T, Mukai H.",World J Oncol. 2022 Aug;13(4):216-221. doi: 10.14740/wjon1511. Epub 2022 Aug 23.,Miyahara K,World J Oncol,2022,21/9/2022,PMC9451572,,10.14740/wjon1511,CDK
36598514,Novel combination treatment of CDK 4/6 inhibitors with PARP inhibitors in triple negative breast cancer cells,"Guney Eskiler G, Ozman Z, Haciefendi A, Cansaran-Duman D.",Naunyn Schmiedebergs Arch Pharmacol. 2023 May;396(5):1031-1041. doi: 10.1007/s00210-022-02375-4. Epub 2023 Jan 4.,Guney Eskiler G,Naunyn Schmiedebergs Arch Pharmacol,2023,4/1/2023,,,10.1007/s00210-022-02375-4,CDK
36522339,Inhibition of p21 activates Akt kinase to trigger ROS-induced autophagy and impacts on tumor growth rate,"Maheshwari M, Yadav N, Hasanain M, Pandey P, Sahai R, Choyal K, Singh A, Nengroo MA, Saini KK, Kumar D, Mitra K, Datta D, Sarkar J.",Cell Death Dis. 2022 Dec 15;13(12):1045. doi: 10.1038/s41419-022-05486-1.,Maheshwari M,Cell Death Dis,2022,15/12/2022,PMC9755229,,10.1038/s41419-022-05486-1,CDK
36817127,Palbociclib impairs the proliferative capacity of activated T cells while retaining their cytotoxic efficacy,"Arndt C, Tunger A, Wehner R, Rothe R, Kourtellari E, Luttosch S, Hannemann K, Koristka S, Loureiro LR, Feldmann A, Tonn T, Link T, Kuhlmann JD, Wimberger P, Bachmann MP, Schmitz M.",Front Pharmacol. 2023 Feb 3;14:970457. doi: 10.3389/fphar.2023.970457. eCollection 2023.,Arndt C,Front Pharmacol,2023,23/2/2023,PMC9935825,,10.3389/fphar.2023.970457,CDK
36539444,Histology-based survival outcomes in hormone receptor-positive metastatic breast cancer treated with targeted therapies,"Mouabbi JA, Raghavendra AS, Bassett RL Jr, Hassan A, Tripathy D, Layman RM.",NPJ Breast Cancer. 2022 Dec 20;8(1):131. doi: 10.1038/s41523-022-00499-7.,Mouabbi JA,NPJ Breast Cancer,2022,20/12/2022,PMC9768132,,10.1038/s41523-022-00499-7,CDK
36529792,Expression dynamics of periodic transcripts during cancer cell cycle progression and their correlation with anticancer drug sensitivity,"Li CX, Wang JS, Wang WN, Xu DK, Zhou YT, Sun FZ, Li YQ, Guo FZ, Ma JL, Zhang XY, Chang MJ, Xu BH, Ma F, Qian HL.",Mil Med Res. 2022 Dec 19;9(1):71. doi: 10.1186/s40779-022-00432-w.,Li CX,Mil Med Res,2022,18/12/2022,PMC9762028,,10.1186/s40779-022-00432-w,CDK
36028783,Racial inequities in second-line treatment and overall survival among patients with metastatic breast cancer,"Whitaker KD, Wang X, Ascha M, Showalter TN, Lewin HG, Calip GS, Goldstein LJ.",Breast Cancer Res Treat. 2022 Nov;196(1):163-173. doi: 10.1007/s10549-022-06701-5. Epub 2022 Aug 26.,Whitaker KD,Breast Cancer Res Treat,2022,26/8/2022,PMC9550747,,10.1007/s10549-022-06701-5,CDK
36643309,Characterizing treatment resistance in muscle invasive bladder cancer using the chicken egg chorioallantoic membrane patient-derived xenograft model,"Villanueva H, Wells GA, Miller MT, Villanueva M, Pathak R, Castro P, Ittmann MM, Sikora AG, Lerner SP.",Heliyon. 2022 Dec 24;8(12):e12570. doi: 10.1016/j.heliyon.2022.e12570. eCollection 2022 Dec.,Villanueva H,Heliyon,2022,16/1/2023,PMC9834740,,10.1016/j.heliyon.2022.e12570,CDK
36605432,Symptomatic bone marrow metastases in breast cancer: A retrospective cohort study,"Yang R, Jia L, Lu G, Lv Z, Cui J.",Front Oncol. 2022 Dec 19;12:1042773. doi: 10.3389/fonc.2022.1042773. eCollection 2022.,Yang R,Front Oncol,2022,6/1/2023,PMC9808780,,10.3389/fonc.2022.1042773,CDK
36278961,Development of Combination Strategies for Focal Adhesion Kinase Inhibition in Diffuse Gastric Cancer,"Peng K, Zhang F, Wang Y, Sahgal P, Li T, Zhou J, Liang X, Zhang Y, Sethi N, Liu T, Zhang H, Bass AJ.",Clin Cancer Res. 2023 Jan 4;29(1):197-208. doi: 10.1158/1078-0432.CCR-22-1609.,Peng K,Clin Cancer Res,2023,24/10/2022,PMC9812865,NIHMS1846103,10.1158/1078-0432.CCR-22-1609,CDK
36060324,Efficacy of Abemaciclib in the Management of Refractory Metastatic Extramammary Paget's Disease,"Takahashi GW, Vetto J, Leitenberger JJ, Hung A.",Cureus. 2022 Jul 31;14(7):e27534. doi: 10.7759/cureus.27534. eCollection 2022 Jul.,Takahashi GW,Cureus,2022,5/9/2022,PMC9428388,,10.7759/cureus.27534,CDK
37061333,"Cyclin-dependent kinases in cancer: Role, regulation, and therapeutic targeting","Gupta A, Dagar G, Chauhan R, Sadida HQ, Almarzooqi SK, Hashem S, Uddin S, Macha MA, Akil ASA, Pandita TK, Bhat AA, Singh M.",Adv Protein Chem Struct Biol. 2023;135:21-55. doi: 10.1016/bs.apcsb.2023.02.001. Epub 2023 Mar 16.,Gupta A,Adv Protein Chem Struct Biol,2023,15/4/2023,,,10.1016/bs.apcsb.2023.02.001,CDK
36446866,Elacestrant demonstrates strong anti-estrogenic activity in PDX models of estrogen-receptor positive endocrine-resistant and fulvestrant-resistant breast cancer,"Pancholi S, Simigdala N, Ribas R, Schuster E, Leal MF, Nikitorowicz-Buniak J, Rega C, Bihani T, Patel H, Johnston SR, Dowsett M, Martin LA.",NPJ Breast Cancer. 2022 Nov 29;8(1):125. doi: 10.1038/s41523-022-00483-1.,Pancholi S,NPJ Breast Cancer,2022,29/11/2022,PMC9709100,,10.1038/s41523-022-00483-1,CDK
